Time,Lon,Lat,Alt,MAC,Signal,ID,Channel
03/12/2017 08:39,35.21038077,32.10593532,688.6045855,00:1a:dd:f5:06:a5,-84,Afikim_Wifi,13
03/12/2017 08:39,35.21055454568366,32.105957707343514,688.6715462505874,00:1a:dd:f5:e9:25,-58,Afikim-73925,1
03/12/2017 08:39,35.21025745302324,32.10546046717562,689.4884991118435,00:1a:dd:f5:e9:24,-59,PEPWAVE_C99D,1
03/12/2017 08:37,35.2076292,32.10286151,691.1036072,a4:08:f5:20:72:6a,-87,HOTFiber-3C40,1
03/12/2017 08:37,35.20757686,32.1026346,692.0341048,00:0e:f4:c1:50:14,-92,vladimir,11
03/12/2017 08:50,35.20920039267538,32.10226981767505,691.1803735686982,1c:b9:c4:16:f1:98,-72,Ariel_University,11
03/12/2017 08:40,35.209374476786834,32.103725180738365,690.0337546246034,74:ea:3a:ad:d1:50,-71,TP-LINK_ADD150,4
03/12/2017 09:04,35.21007391297352,32.10307001349221,694.8208554784578,1c:b9:c4:15:3d:68,-78,Ariel_University,6
03/12/2017 08:41,35.20881390529063,32.10302114966438,691.992358226648,1c:b9:c4:12:7c:cc,-81,Ariel_University,36
03/12/2017 09:04,35.20970538984119,32.10290545112779,700.3733126843996,1c:b9:c4:14:30:38,-65,Ariel_University,1
03/12/2017 08:37,35.2073457,32.10252819,700.1622739,a0:4f:d4:3b:e9:01,-84,Lidor a,6
03/12/2017 08:38,35.20780553,32.10342051,690.6874449,ec:8c:a2:09:0c:c8,-86,Ariel_University,1
03/12/2017 08:38,35.20780553,32.10342051,690.6874449,ec:8c:a2:08:90:cc,-87,Ariel_University,36
03/12/2017 08:42,35.21130154991275,32.10491909813486,693.8682117075946,ec:8c:a2:08:79:ac,-83,Ariel_University,36
03/12/2017 08:50,35.20903077693963,32.102516763713886,695.973818446452,1c:b9:c4:14:33:cc,-78,Ariel_University,48
03/12/2017 08:45,35.208890331420136,32.10366838338556,699.4671303270445,8c:0c:90:6e:16:88,-78, ,11
03/12/2017 08:38,35.20782636,32.10371441,690.4758806,ec:8c:a2:89:8c:37,-86, ,44
03/12/2017 08:45,35.209239736013785,32.10344907272257,708.5804377541641,00:02:6f:8e:64:67,-87, ,1
03/12/2017 08:50,35.209918966179,32.1042182357287,699.9473732607279,24:79:2a:2c:5b:d8,-79,Ariel_University,1
03/12/2017 08:49,35.2104469,32.10494483,717.6172124,30:b5:c2:b8:40:36,-91, ,13
03/12/2017 08:45,35.20889445474035,32.10369240228351,690.768230119683,ec:8c:a2:26:b0:e8,-81,Ariel_University,6
03/12/2017 08:45,35.20944039571761,32.10432787290914,718.4184377682757,90:6c:ac:9f:f1:c5,-86,CliClap,2
03/12/2017 08:37,35.20731989055549,32.10252980407737,699.8860444902843,00:1a:dd:e3:06:e4,-53,afikim-wifi,1
03/12/2017 08:54,35.20922609822347,32.10229862905115,706.4003318582706,1c:b9:c4:15:43:ec,-86,Ariel_University,36
03/12/2017 08:40,35.21135241,32.10490612,691.7266026,1c:b9:c4:95:ed:47,-87, ,44
03/12/2017 08:45,35.20917698475291,32.102562872346546,708.1826127857425,1c:b9:c4:16:f4:2c,-87,Ariel_University,44
03/12/2017 08:46,35.208996006692495,32.10228287343109,690.1382610156422,1c:b9:c4:16:f4:28,-75,Ariel_University,11
03/12/2017 08:41,35.20928225112237,32.10489300750747,690.7435731246444,90:6c:ac:9f:fb:27,-89,Guest,36
03/12/2017 08:38,35.207819530976074,32.10360081448697,690.5542770560942,ec:8c:a2:08:90:c8,-78,Ariel_University,11
03/12/2017 08:41,35.2089812534491,32.10256673396446,701.1302197434962,1c:b9:c4:16:11:ac,-83,Ariel_University,44
03/12/2017 08:41,35.2087768144964,32.103688394042585,691.4510767060127,1c:b9:c4:96:28:e7,-72, ,36
03/12/2017 08:51,35.21082446,32.10413713,704.7212452,24:79:2a:2c:61:6c,-92,Ariel_University,36
03/12/2017 08:39,35.209785713230914,32.10547424507153,689.0514532640643,00:1a:dd:f4:f5:c4,-87, ,13
03/12/2017 08:38,35.2090711198415,32.105139546852534,689.2440822061451,00:1a:dd:f4:f5:c5,-85,Afikim_Wifi,13
03/12/2017 08:54,35.20914456426316,32.102401058518154,697.9423213342516,1c:b9:c4:14:2c:18,-75,Ariel_University,1
03/12/2017 08:58,35.20937632269227,32.102715605147154,694.0592079576196,ec:8c:a2:08:78:c8,-75,Ariel_University,6
03/12/2017 08:50,35.20975666222348,32.10480393224513,687.61281676241,90:6c:ac:9f:fb:1f,-69,Guest,1
03/12/2017 08:39,35.21168764,32.10618195,689.1981253,cc:b2:55:e7:7e:ba,-87,Bezeq-NGN_E77EB9,6
03/12/2017 08:46,35.2099186269824,32.10248598826309,697.3346164825905,40:a5:ef:7a:17:f2,-72,2.4V1,1
03/12/2017 08:46,35.209423516542884,32.102297569601454,693.1958479060324,1c:b9:c4:16:04:78,-72,Ariel_University,11
03/12/2017 08:49,35.21000489,32.10473133,687.0,9c:d2:1e:04:e6:2c,-91,HP-Print-2c-LaserJet 400 color,6
03/12/2017 08:37,35.207581046433766,32.10281447258352,693.2074095914419,ec:8c:a2:09:03:38,-71,Ariel_University,1
03/12/2017 08:50,35.209728565210945,32.102013149441845,690.955784869766,30:e1:71:0f:a2:72,-76,DIRECT-71-HP DeskJet 3630 series,6
03/12/2017 08:50,35.208779232632175,32.10333201800836,707.3879720971097,ec:8c:a2:08:94:1c,-63,Ariel_University,44
03/12/2017 08:41,35.20942986,32.10446697,692.9030486,34:8f:27:20:89:bc,-87,Ariel_University,44
03/12/2017 09:02,35.20968831829753,32.10294448092237,698.1641498561195,1c:b9:c4:96:ed:37,-77, ,44
03/12/2017 08:40,35.20943759785427,32.10461735812514,695.5120296299331,1c:b9:c4:16:05:3c,-78,Ariel_University,36
03/12/2017 08:51,35.21124799022054,32.10421326358119,697.7203405346044,1c:b9:c4:16:e8:f8,-68,Ariel_University,11
03/12/2017 08:37,35.20814477323022,32.10314760878292,691.7941043278232,14:ae:db:cf:86:f5,-91,Biren2809,11
03/12/2017 08:37,35.2073457,32.10252819,700.1622739,a0:4f:d4:3a:a0:e1,-89,Cellcom-WiFi_0123,11
03/12/2017 08:39,35.21055874940191,32.105924523066314,688.6737904388694,00:27:22:f3:e2:f3,-81, ,6
03/12/2017 09:07,35.20978696,32.1034255,702.0,1c:b9:c4:15:ed:bc,-85,IT-MNG,48
03/12/2017 09:05,35.209490677767306,32.10381187466318,703.5042377537143,a0:8c:fd:0a:24:56,-76,DIRECT-13-HP DeskJet 3630 series,6
03/12/2017 08:50,35.208784194986094,32.10339539874442,699.0853653818433,24:79:2a:2c:3d:68,-85,Ariel_University,6
03/12/2017 08:50,35.20991403539836,32.10469105279133,694.937636820767,1c:b9:c4:16:05:38,-71,Ariel_University,11
03/12/2017 08:45,35.20943654265833,32.10375691850969,696.8315528973394,1c:b9:c4:14:62:48,-69,Ariel_University,11
03/12/2017 08:49,35.21121884,32.10500618,710.775619,1c:b9:c4:96:2b:e7,-89, ,36
03/12/2017 08:45,35.210474774417534,32.10500097134948,710.7476613560385,1c:b9:c4:95:44:57,-75, ,44
03/12/2017 08:42,35.21103696036162,32.10415575280497,696.1003908520289,1c:b9:c4:16:e8:fc,-80,Ariel_University,36
03/12/2017 08:45,35.209101644276956,32.10375365017403,704.4018945125064,8c:0c:90:ae:16:83,-79, ,11
03/12/2017 08:45,35.21028241,32.1049281,722.9373547,1c:b9:c4:15:34:bc,-90,Ariel_University,36
03/12/2017 08:41,35.210023911466585,32.10414268728312,703.1484393099994,24:79:2a:2c:5b:dc,-78,Ariel_University,36
03/12/2017 08:46,35.21008430605145,32.10377640487974,706.219816929002,1c:b9:c4:96:06:b7,-71, ,48
03/12/2017 08:37,35.207698036981135,32.10310231762264,691.9064470784906,ec:8c:a2:09:03:3c,-77,Ariel_University,44
03/12/2017 08:39,35.21194839,32.10621149,689.2763253,00:1a:dd:f4:fc:64,-87, ,1
03/12/2017 08:45,35.2099254346227,32.10468231954045,710.2256059438022,00:1a:dd:f5:e2:e4,-88, ,8
03/12/2017 09:04,35.209841837333606,32.10275779803801,694.9082543015094,1c:b9:c4:14:2c:38,-70,Ariel_University,6
03/12/2017 08:39,35.21194839,32.10621149,689.2763253,00:1a:dd:f4:fc:65,-90,Afikim_Wifi,1
03/12/2017 08:38,35.20808402,32.10473074,689.6319853,e6:46:da:e4:84:c0,-87,Aviramf phone,6
03/12/2017 08:45,35.210128214972045,32.104772225353976,702.7538803125015,00:1a:dd:f5:e2:e5,-81,Afikim_Wifi,8
03/12/2017 08:42,35.21097162,32.10418021,697.8335736,1c:b9:c4:95:ed:37,-85, ,36
03/12/2017 08:39,35.21138727,32.10614939,688.8993666,10:be:f5:36:02:e2,-82,TOP-SECRET,8
03/12/2017 08:37,35.20730738013259,32.10253058645726,699.7521498326602,d8:fe:e3:03:5a:31,-78,Moria,6
03/12/2017 08:55,35.21088765132075,32.104164385056606,704.543579178868,1c:b9:c4:95:41:77,-77, ,44
03/12/2017 08:42,35.21095632946646,32.1045024285241,695.2145993485882,8c:0c:90:2f:d3:d8,-80,Ariel_University,11
03/12/2017 08:39,35.21159973091318,32.106129980126084,689.0436342888271,1c:b9:c4:96:06:e7,-89, ,44
03/12/2017 08:46,35.20903622518658,32.10260095493026,694.6709443208326,1c:b9:c4:16:f4:78,-71,Ariel_University,1
03/12/2017 08:50,35.20897218662043,32.10398682632534,702.3784600465826,00:02:6f:b8:c4:1a,-86, ,11
