12/05/2017 11:41,model=SM-G950F_device=dreamlte,32.104350701329366,35.20912932084882,697.18351178287,2,DIRECT-66-HP DeskJet 3630 series,30:e1:71:0d:e0:67,6,-55,Ariel_University,1c:b9:c4:16:05:38,11,-91,
12/05/2017 11:41,model=SM-G950F_device=dreamlte,32.10441531462333,35.209702478378794,693.2730147937685,3,Guest,90:6c:ac:9f:fb:1f,1,-87,iagree,b2:6c:ac:9f:fb:1f,1,-91,Ariel_University,1c:b9:c4:15:23:5c,36,-91,
12/05/2017 11:41,model=SM-G950F_device=dreamlte,32.104229745000005,35.209249729999996,705.20201805,1,giftwizard,a2:6c:ac:a0:3d:eb,3,-84,
12/05/2017 11:41,model=SM-G950F_device=dreamlte,32.10386903145763,35.209753580788565,697.2851723057195,3, ,24:79:2a:ac:5c:17,36,-69,DIRECT-8A-HP DeskJet 3630 series,3c:52:82:ef:a4:8b,6,-73, ,1c:b9:c4:95:23:57,36,-89,
12/05/2017 11:41,model=SM-G950F_device=dreamlte,?,?,?,1,island-208B90,34:8f:27:60:8b:93,8,-75,
12/05/2017 11:41,model=SM-G950F_device=dreamlte,32.104213903032274,35.20942381838101,691.5251802504697,3,Ariel_University,24:79:2a:2b:07:bc,36,-65,Ariel_University,34:8f:27:20:89:b8,6,-72,Ariel_University,1c:b9:c4:15:34:b8,6,-89,
12/05/2017 11:41,model=SM-G950F_device=dreamlte,32.10426076883226,35.20926997644502,703.8995995691287,1,Ariel_University,1c:b9:c4:15:23:58,6,-85,
12/05/2017 11:41,model=SM-G950F_device=dreamlte,32.103698558128414,35.209179436167,699.5022970471924,1,Guest,90:6c:ac:a0:3d:eb,3,-76,
12/05/2017 11:43,model=SM-G950F_device=dreamlte,32.104820571672036,35.210212077201355,699.9240231059845,2,Ariel_University,1c:b9:c4:16:05:38,11,-86,iagree,b2:6c:ac:9f:fb:1f,1,-86,
12/05/2017 11:43,model=SM-G950F_device=dreamlte,32.1040793,35.20894494,693.2106003,1, ,1c:b9:c4:95:23:57,36,-89,
12/05/2017 11:43,model=SM-G950F_device=dreamlte,32.10411011422827,35.20902819300817,699.3313755571071,3,CliClap,90:6c:ac:9f:f1:c5,2,-81,Guest,90:6c:ac:a0:3d:eb,3,-81,Ariel_University,34:8f:27:20:89:bc,44,-91,
12/05/2017 11:43,model=SM-G950F_device=dreamlte,32.10446697,35.20942986,692.9030486,1, ,34:8f:27:a0:89:b7,44,-89,
12/05/2017 11:43,model=SM-G950F_device=dreamlte,32.10446889068296,35.20960459397519,706.7108663331105,4,Ariel_University,24:79:2a:2b:02:7c,44,-74, ,24:79:2a:ab:02:77,44,-74,sinusafe,b2:6c:ac:a0:3d:eb,3,-75,giftwizard,a2:6c:ac:a0:3d:eb,3,-76,
12/05/2017 11:43,model=SM-G950F_device=dreamlte,32.1038277403601,35.210192897253435,703.990308623495,10,DIRECT-66-HP DeskJet 3630 series,30:e1:71:0d:e0:67,6,-56,Ariel_University,24:79:2a:2b:02:78,6,-68,Ariel_University,24:79:2a:2c:5c:18,11,-69,Ariel_University,24:79:2a:2c:5c:1c,36,-70,Ariel_University,24:79:2a:2b:07:bc,36,-71, ,24:79:2a:ab:07:b7,36,-71,Ariel_University,24:79:2a:2b:07:b8,11,-72, ,24:79:2a:ac:5c:17,36,-72,DIRECT-8A-HP DeskJet 3630 series,3c:52:82:ef:a4:8b,6,-79,Guest,a2:6c:ac:9f:f1:c5,2,-80,
12/05/2017 11:43,model=SM-G950F_device=dreamlte,32.103802717290485,35.21015525495205,701.9358724556929,1,Ariel_University,24:79:2a:2b:07:b8,11,-65,
12/05/2017 11:43,model=SM-G950F_device=dreamlte,32.10404737701399,35.2091625548895,691.4554829091433,1,Ariel_University,34:8f:27:20:89:b8,6,-77,
12/05/2017 11:43,model=SM-G950F_device=dreamlte,32.10395416786418,35.20939855594586,695.1171009119173,2,Ariel_University,24:79:2a:2c:5c:18,11,-64,Ariel_University,1c:b9:c4:15:23:58,6,-80,
12/05/2017 11:43,model=SM-G950F_device=dreamlte,32.10492098322626,35.21010092148587,689.3647698264593,5,Ariel_University,24:79:2a:2b:07:bc,36,-66,island-208B90,34:8f:27:60:8b:93,8,-85,mati-sh1,c4:12:f5:fd:6a:74,9,-87,iagree,b2:6c:ac:9f:fb:1f,1,-87,Neuropplied,a2:6c:ac:9f:fb:1f,1,-90,
12/05/2017 11:43,model=SM-G950F_device=dreamlte,32.10427575938707,35.2094073662907,703.0402428651788,2,paysday,b2:6c:ac:9f:f1:c5,2,-77,shapedo,c2:6c:ac:9f:fb:1f,1,-90,
12/05/2017 11:43,model=SM-G950F_device=dreamlte,?,?,?,1, ,24:79:2a:ab:07:b7,36,-66,
12/05/2017 11:43,model=SM-G950F_device=dreamlte,32.10440208663962,35.2096037458969,690.3590826528689,1,shapedo,c2:6c:ac:9f:fb:1f,1,-85,
12/05/2017 11:44,model=SM-G950F_device=dreamlte,32.105211299091984,35.20996017855073,689.0628514450115,1,Guest,90:6c:ac:9f:fb:1f,1,-85,
12/05/2017 11:44,model=SM-G950F_device=dreamlte,32.10381478841561,35.2101501301552,704.1995384113295,2,Ariel_University,24:79:2a:2b:07:b8,11,-59,Ariel_University,24:79:2a:2b:07:bc,36,-61,
12/05/2017 11:44,model=SM-G950F_device=dreamlte,32.10398654,35.21044402,705.104886,1, ,24:79:2a:ac:5c:17,36,-67,
12/05/2017 11:45,model=SM-G950F_device=dreamlte,32.10382334726453,35.21017982504327,706.2313135373873,10,DIRECT-66-HP DeskJet 3630 series,30:e1:71:0d:e0:67,6,-63,Ariel_University,24:79:2a:2c:5c:1c,36,-67, ,24:79:2a:ac:5c:17,36,-67,DIRECT-66-HP DeskJet 3630 series,30:e1:71:0d:e0:67,6,-68,Ariel_University,24:79:2a:2b:07:bc,36,-70,Ariel_University,24:79:2a:2b:02:78,6,-70, ,24:79:2a:ab:07:b7,36,-71,Ariel_University,24:79:2a:2b:07:b8,11,-72,Ariel_University,24:79:2a:2c:5c:18,11,-74,Ariel_University,24:79:2a:2b:02:78,6,-75,
12/05/2017 11:47,model=SM-G950F_device=dreamlte,32.103885733419986,35.21002136830345,699.3579106841847,10, ,24:79:2a:ab:07:b7,36,-67,Ariel_University,24:79:2a:2b:07:bc,36,-68,Ariel_University,1c:b9:c4:16:1d:78,1,-69,Ariel_University,24:79:2a:2b:07:b8,11,-71,Ariel_University,1c:b9:c4:16:1d:7c,44,-71,Ariel_University,1c:b9:c4:16:06:bc,48,-73,Ariel_University,1c:b9:c4:16:06:b8,11,-75,DIRECT-8A-HP DeskJet 3630 series,3c:52:82:ef:a4:8b,6,-77,Ariel_University,34:8f:27:20:89:b8,6,-78,Ariel_University,24:79:2a:2b:02:78,6,-79,
12/05/2017 11:47,model=SM-G950F_device=dreamlte,32.104224809684645,35.20991200737495,699.7406864454622,4,Ariel_University,24:79:2a:2b:07:b8,11,-66,Ariel_University,24:79:2a:2c:5b:d8,1,-74, ,1c:b9:c4:96:ed:47,36,-86,Ariel_University,1c:b9:c4:16:ed:4c,36,-86,
12/05/2017 11:47,model=SM-G950F_device=dreamlte,32.104039952213476,35.2099675429075,702.9590418451037,2,DIRECT-8A-HP DeskJet 3630 series,3c:52:82:ef:a4:8b,6,-72,Ariel_University,24:79:2a:2c:5b:dc,36,-79,
12/05/2017 11:47,model=SM-G950F_device=dreamlte,32.103847433950556,35.20954602126541,707.1937609410847,2, ,24:79:2a:ac:5b:d7,36,-81, ,1c:b9:c4:95:fd:47,36,-87,
12/05/2017 11:47,model=SM-G950F_device=dreamlte,32.10364557406088,35.209943345032364,700.5103347928401,5,Ariel_University,1c:b9:c4:16:06:bc,48,-65,Ariel_University,1c:b9:c4:16:06:b8,11,-66, ,1c:b9:c4:96:06:b7,48,-66,IT-MNG,1c:b9:c4:15:ed:b8,1,-87,Ariel_University,1c:b9:c4:15:1c:b8,1,-90,
12/05/2017 11:47,model=SM-G950F_device=dreamlte,32.103778640681014,35.20976729365543,703.8141210851757,7,Ariel_University,1c:b9:c4:16:ed:48,6,-73,DIRECT-51-HP DeskJet 3630 series,3c:52:82:ef:d4:52,6,-75,Ariel_University,1c:b9:c4:16:ed:4c,36,-77,DIRECT-13-HP DeskJet 3630 series,a0:8c:fd:0a:24:56,6,-87,Ariel_University,1c:b9:c4:15:1c:bc,36,-90,IT-MNG,1c:b9:c4:15:ed:bc,48,-91, ,1c:b9:c4:95:ed:b7,48,-91,
12/05/2017 11:48,model=SM-G950F_device=dreamlte,32.103738602121396,35.2100227789272,706.8289176542855,3,Ariel_University,1c:b9:c4:16:06:b8,11,-61, ,1c:b9:c4:96:e5:a7,36,-89,Ariel_University,1c:b9:c4:16:e5:ac,36,-90,
